-14.919407425807105,-14.907092870517806,-14.52607796878077,-14.549558147713379,-14.89988092342102,-14.741221644355733,1.0
-113.14266532730119,-113.038430527486,-110.18107141693778,-110.37751095574824,-113.01505045824399,-111.81812779403134,1.0
-405.4282906797876,-404.9995046077765,-394.8910425487833,-395.6436120465638,-405.0289993919111,-400.77565739493105,1.0
-913.5954730454376,-912.4890030046984,-890.0107803373335,-891.7813977261708,-912.7970241970968,-903.3084434836339,1.0
-1422.3025310525268,-1420.3851195469906,-1385.830694713738,-1388.6755274865104,-1421.2017191111668,-1406.588363930407,1.0
-1489.72184076037,-1487.5737937575818,-1451.8650555906806,-1454.9746300832517,-1488.7882085772208,-1473.6900302624413,1.0
-660.0202127337225,-659.0291849409341,-643.8595263412344,-645.5372220611334,-660.0689483206106,-653.6931325204887,1.0
1227.9330270914124,1226.17738727912,1195.4009645818896,1197.1813597479158,1226.029641182664,1213.0187278690628,1.0
3806.988783897057,3801.671777071606,3708.4537796280983,3715.103650477786,3802.8119925122337,3763.71220593794,1.0
6173.0847322313675,6164.967640122584,6014.583074861595,6025.996367352884,6167.212485686767,6104.554779111611,1.0
7153.372016097001,7144.937969169892,6970.92167164497,6985.0206088171,7147.647192423534,7075.567000456485,1.0
5773.385125658602,5768.047363778696,5627.654750951682,5640.558351827443,5770.559011664451,5712.618225416394,1.0
1742.510172766004,1743.179586743594,1701.1310731698122,1707.9819151748125,1745.1699617506747,1727.6389673023514,1.0
-4253.599402344131,-4245.851377115112,-4141.07347477266,-4144.675319275171,-4244.360207875245,-4201.988915580594,1.0
-10607.168479941603,-10593.756523695694,-10332.716278058957,-10349.015585432913,-10592.669688791604,-10486.696295435977,1.0
-15216.312628083586,-15200.834314521831,-14825.79781662341,-14853.513643796723,-15200.349340870744,-15047.809986272237,1.0
-16168.010479844532,-16155.114211617562,-15755.980756298799,-15789.852707605212,-16155.924211119294,-15992.907330658185,1.0
-12447.604572799835,-12441.440890386832,-12133.935126985707,-12165.561108030292,-12444.594128455989,-12317.546141750507,1.0
-4417.089061840714,-4419.86620086537,-4311.474677706945,-4331.373313215241,-4426.245462902225,-4378.469754450685,1.0
6130.628084029282,6119.452997099608,5965.365448833269,5964.976743845909,6109.873466392164,6052.403647467603,1.0
16396.00195365696,16379.586347521123,15969.392242464935,15991.924470597703,16368.296696819525,16207.121129956271,1.0
23366.264137639053,23349.334828526204,22765.0129288311,22807.839060039987,23339.285479240134,23105.971152493483,1.0
24736.738446996955,24724.024985607175,24105.816181985123,24160.25862522032,24718.909968978463,24468.530404707562,1.0
19665.69694220544,19660.46129033614,19170.26310042478,19223.446694063183,19663.48813740359,19460.477456019857,1.0
9113.128570057146,9116.278814837555,8892.213103404662,8930.389365711351,9128.909943948034,9029.226564189186,1.0
-4357.877551174148,-4347.910558347532,-4232.163696083655,-4219.8082327644515,-4326.825192188175,-4291.919076697814,1.0
-17269.02780079601,-17255.68764112286,-16814.363530813735,-16832.581183060436,-17230.099467766573,-17063.719270481575,1.0
-26201.20284378271,-26188.66837781534,-25522.81091391726,-25568.783591132655,-26164.71595384089,-25904.481628807946,1.0
-28762.770251311536,-28754.660266996056,-28026.322119097254,-28090.22977802444,-28739.290905518646,-28447.709920151756,1.0
-24262.328694077558,-24260.645791773422,-23649.69269191238,-23717.16450391688,-24259.716955945565,-24007.593489441657,1.0
-13889.547204203627,-13894.087591150805,-13550.172413463544,-13605.831242851753,-13910.471408164376,-13758.215526715008,1.0
-359.7612036223218,-368.19103998233186,-371.5706020730868,-402.66249324150704,-400.380966816374,-382.5757815575125,1.0
