,0,1,2,3,4,5,6
0,-1.9488068310442317,-3.0336330710849073,-0.7973763476429147,-0.7397643618707647,-2.623425345760553,-2.680806122377936,0.0
1,-14.798010446164671,-22.997182463631262,-6.062977039119674,-5.626884087025697,-19.89369039905765,-20.336188067292852,0.0
2,-53.102697883289075,-82.40524771809247,-21.770374795419865,-20.208300959149675,-71.29350605427796,-72.90244845658688,0.0
3,-119.83642235488088,-185.73933226376585,-49.118193983981385,-45.59395343282054,-160.69723178898565,-164.36401572759502,0.0
4,-186.81245239312025,-289.2684718121536,-76.49484850396234,-70.99248887965705,-250.2887727892771,-256.0448591275664,0.0
5,-195.9185936375984,-303.0838899253502,-80.08737221537736,-74.29256610506933,-262.36230071926167,-268.4457778446067,0.0
6,-87.10154360594561,-134.33735950270147,-35.42227717459667,-32.79600944299884,-116.63827929767285,-119.4417981296159,0.0
7,160.87520573672464,249.77737466493795,66.05213788119977,61.3983639209942,215.41346682443827,220.1587522456325,0.0
8,499.7175073993808,774.4577732829835,204.52807900705716,189.8720542232761,669.4107386037658,684.5317074249256,0.0
9,810.5697613455109,1255.6691314777609,331.4104196356336,307.5018241180999,1086.4200449470145,1111.1346302061565,0.0
10,939.3356366959392,1454.838261931587,383.71864599324874,355.8450638906919,1259.9756152029681,1288.7656010803903,0.0
11,758.1029458306375,1173.9158441276277,309.25298608942546,286.5263579327948,1018.1996563243788,1041.584791593808,0.0
12,228.8366094655271,353.924039337282,92.73487566639096,85.50590949350226,309.31828315447046,316.6430016735176,0.0
13,-558.3612636989883,-865.7829593266142,-228.61864929618537,-212.51986795960522,-746.6066292751298,-763.2003477378294,0.0
14,-1392.3711603498396,-2158.3938731949092,-568.344225931829,-527.2459314377274,-1866.8181077809777,-1908.7040600291084,0.0
15,-1997.1543075098716,-3096.304152123932,-814.000316006975,-754.4517295764717,-2680.899535352204,-2741.077052418039,0.0
16,-2121.4703844382384,-3289.8553208223966,-863.8045433389725,-800.0088046376136,-2850.9923649494212,-2914.948546460486,0.0
17,-1632.2611719883043,-2531.9916184517224,-664.3271984588469,-614.7411238718673,-2197.0846959064547,-2246.42908570124,0.0
18,-577.521600148857,-896.1099282945324,-235.56896198812092,-217.4825531468764,-781.9139479246514,-799.8037595674759,0.0
19,806.8201311242865,1252.5881202647815,326.5794153559409,302.831676503331,1078.8342887674044,1102.1592644837356,0.0
20,2152.9220427985156,3343.353433508488,873.1456614683079,808.377130988124,2891.036758203445,2954.4394087311375,0.0
21,3065.424953385993,4761.577996119886,1244.2457660676919,1151.4389108901478,4122.237909454332,4212.952711780197,0.0
22,3242.507962652402,5037.0060542974425,1317.796585892529,1219.3500147624518,4364.722508463303,4461.126324525103,0.0
23,2574.7427441670334,3998.2166915566886,1049.303855223,971.1387151796462,3469.303215982094,3546.521142979731,0.0
24,1189.0554207671667,1842.0882102763753,489.6784289099851,453.9042212812137,1605.4647528644582,1642.2534241634912,0.0
25,-577.6861130088819,-906.705625868326,-225.36678935501777,-207.01582713372636,-773.6490089524032,-788.7667408272864,0.0
26,-2269.05756530117,-3536.6630688508285,-911.8029811711124,-841.7369021884017,-3052.933002550999,-3118.1529069823973,0.0
27,-3436.9649111053204,-5349.422489750967,-1388.7627540875528,-1283.3013425595973,-4627.845589063711,-4728.2645885934635,0.0
28,-3768.56570734906,-5858.196536361651,-1529.4588434779716,-1414.5897013959084,-5075.902767773663,-5187.346401477993,0.0
29,-3174.2335724370823,-4925.033432343749,-1296.4328286092277,-1200.7790061534452,-4275.777798358853,-4371.157205603096,0.0
30,-1810.9718421521975,-2797.0293721733215,-751.1011381986973,-698.1618557114671,-2439.1745314404216,-2495.5711372279184,0.0
31,-35.62219046940663,-32.662822393043825,-35.44038862398884,-37.368510883151885,-47.595210616646,-52.12330456973541,0.0
32,1696.7269077793098,2657.7624363937466,668.1826207524564,613.5076250110997,2285.2478481059934,2332.3522449405646,0.0
33,2958.3224387960217,4608.895676027636,1186.9779853651453,1094.8560690662093,3983.257464630142,4069.0862572732567,0.0
34,3461.7394051976516,5376.495237782965,1403.1033001842425,1297.3935732826876,4660.06780545049,4762.83121835348,0.0
35,3128.673891603179,4843.576540358277,1281.8496008007505,1188.3203078887382,4211.094595002956,4306.106135945309,0.0
36,2097.426913727899,3230.3274973920124,875.5207349959892,815.1398517390708,2823.053847373307,2889.1290609402567,0.0
37,670.9605752685529,1011.4604915711461,303.43198376833516,287.4336185197044,903.7533253563306,928.2111699767665,0.0
38,-775.629289297276,-1228.89044391457,-284.5643524439033,-256.64372228457205,-1042.3323084777003,-1061.3160461687185,0.0
39,-1899.0266588660688,-2959.015986834487,-749.4701995360742,-688.525716843787,-2553.5724422813837,-2607.620372559648,0.0
40,-2472.8623442003936,-3831.445113742764,-997.5442369430252,-921.0741773478362,-3325.6414225367153,-3399.3210568933355,0.0
41,-2432.4235789236045,-3751.1817163938176,-998.9165429299173,-925.9282793230691,-3271.733944157757,-3347.0717721209967,0.0
42,-1871.0804951183,-2868.619168252346,-786.9714196028453,-733.1110174822506,-2517.7200319538206,-2578.730065464857,0.0
43,-994.9920083267607,-1507.7409210208607,-441.01387770912424,-415.1866412857703,-1341.0350644646496,-1377.0877701622812,0.0
44,-53.73540096209126,-57.21911550799632,-59.30567053013283,-62.509521092073555,-77.19655786024668,-84.55914409706565,0.0
45,730.5847865793985,1140.3409081322152,268.66369129110035,242.2754733781428,975.6200861501184,994.1264899901162,0.0
46,1215.565771806726,1869.297704542294,482.8949979457043,443.33286796464427,1626.7960884940385,1663.5723007722072,0.0
47,1360.0265260042615,2073.1004213640754,562.0101904296234,520.1344486711175,1822.1194379193257,1867.2699167016417,0.0
48,1213.7016055943877,1836.0513865805133,520.3597542710254,484.97649617574825,1629.5254290563107,1673.3114275937205,0.0
49,883.7502348363778,1328.6860107815664,396.2436874052455,372.39223356686216,1193.136782951984,1227.8854936703265,0.0
50,491.9992305425112,739.4917565590185,236.2844096584563,225.0021768722345,675.004075948711,696.2257289626305,0.0
51,137.2521259033747,216.20175092486534,81.14077456630457,80.46116972525488,204.71260135175544,211.3627467756496,0.0
52,-126.66472849754336,-166.59778069123513,-43.52713117454141,-36.9496656349088,-148.79643446210503,-154.82965328915088,0.0
53,-293.02601772000344,-407.6691755192396,-129.20587715012607,-118.54518532272141,-378.4329696121604,-393.3872990319692,0.0
54,-387.5729721631551,-552.9306314758878,-180.61654285477755,-167.93854679916694,-518.2116782089756,-537.7149380874284,0.0
55,-445.5692420518126,-657.4134194910685,-208.38740164634237,-194.53924572139636,-612.3103267758624,-632.4940560428972,0.0
56,-490.6708171309092,-752.2955830352466,-221.64312760481175,-206.82075305434773,-687.4950830103526,-705.6856010013171,0.0
57,-523.4260286439321,-829.3769862155914,-223.34152663217787,-207.93738013957795,-739.3165068361532,-754.1903341477746,0.0
58,-522.7488015996023,-846.9608755339941,-209.7799200637703,-195.04625003639308,-736.0039252162223,-747.2811070929447,0.0
59,-458.5703214273076,-752.5609651767118,-173.8876757949049,-162.06993467793927,-636.7670133584079,-644.6502671375665,0.0
60,-309.4823054807389,-511.9279173177538,-110.46307364754239,-104.30426624718257,-415.8501326098003,-420.45293073418907,0.0
61,-77.68674492016817,-132.36376496633784,-21.016203618518603,-22.81587356986381,-81.96089371647668,-82.95539828825531,0.0
62,204.77905227975543,328.97610119680576,83.7841872410595,73.16890431910952,315.0797119929157,318.4323733704359,0.0
63,481.2318725525806,775.6807493115302,185.22256530256072,167.01422215876835,693.5495705623634,702.0014116379352,0.0
64,685.5087428027414,1098.646209229979,261.05955812938487,238.55659511829163,962.0129306707568,975.7523149707322,0.0
65,761.918750242332,1209.3855776833907,291.96851189314725,269.8572642181566,1046.9207352500525,1065.065482196258,0.0
66,683.0644784499927,1068.3778861985684,267.6170270140087,250.79461696285057,916.2720112356028,936.6408363061091,0.0
67,459.6332769889568,699.1218891515009,190.26426290166228,182.53079897328212,591.441976278832,610.7144925461625,0.0
68,139.12392401551097,183.63096078175295,74.77280587971427,77.79726608117289,143.27847322736534,157.55987098569676,0.0
69,-206.195944922556,-359.245924156151,-54.819667372054255,-41.94061679298443,-326.29963595118534,-320.5846679586157,0.0
70,-498.4715675327925,-805.9279729107543,-171.1358017981912,-151.6001319934619,-711.4184444938505,-716.5074458619602,0.0
71,-674.5909897229758,-1060.5074149280545,-250.10829458552985,-228.5188896793229,-929.7961541447949,-945.7561116321767,0.0
72,-701.7140617476807,-1077.9445025307605,-276.6511754940386,-257.8015177686357,-942.7179839041455,-967.1039511833278,0.0
73,-583.9306266021931,-872.2862166954528,-247.8594839737359,-235.54624553907206,-762.2112601817498,-790.3952450465449,0.0
74,-358.5998369178569,-508.6896845823094,-172.99899687117068,-169.1758845236775,-444.2579861258746,-470.3903101427222,0.0
75,-84.14800715297406,-82.52734513120595,-70.54237158745423,-75.02701801372586,-70.95604424706244,-89.32253462492645,0.0
76,176.32430509155756,307.53237566600546,36.69707684610262,25.920641689250488,272.42505919867017,265.98706511823684,0.0
77,370.7251336589866,584.3157956831865,126.97754504002785,113.00836659467336,518.5722231651157,525.569009963353,0.0
78,468.88328360178,708.066337698524,184.26129908676972,170.35280508553592,631.8312975487311,650.6401909276924,0.0
79,466.35241633872147,680.1695856694496,201.03538507296741,189.7774960917519,611.7047368062022,637.8920060670371,0.0
80,381.11325295512097,535.3933912479051,178.91039252203336,171.74537720549665,486.6548382182723,514.0460787213092,0.0
81,245.08007167234928,326.56374262799,127.2226531181152,124.39218654629167,301.46497799190684,323.74743805480057,0.0
82,93.56510237597968,107.43920095578778,60.157357221776124,61.022440601328185,102.84468514022137,115.27934979449992,0.0
83,-43.8167929835779,-80.73272538336778,-6.982256270384141,-3.441403799479758,-72.20386560497627,-71.52164838369708,0.0
84,-148.47132440958467,-215.80632151869304,-61.460880179378194,-56.2024733500715,-202.35434226618372,-212.13272138407183,0.0
85,-213.72394476858335,-294.091817332033,-95.65802825317002,-89.35398471415618,-281.77704912298407,-298.1518739251791,0.0
86,-242.00449078653946,-324.39249672328356,-107.8637257944385,-100.92818380106007,-315.4269302348555,-333.32012021108426,0.0
87,-240.16807447560222,-319.8857625664223,-101.4683124761707,-94.28417528239765,-312.50781577906605,-327.27314214343824,0.0
88,-215.25162830756403,-291.1418976366772,-82.96035611270838,-76.16161513745396,-281.0144120186942,-289.82395420044577,0.0
89,-172.1950124280836,-242.79680364997785,-59.29128895101496,-53.89247536052653,-225.41155937978874,-227.89297264233028,0.0
90,-113.7665136186788,-174.49839293465857,-35.547735056479496,-32.78100776322162,-147.72991993989103,-145.65259184428055,0.0
91,-42.20282828360939,-84.82376543741134,-13.893941531756411,-14.803384101616587,-50.747034700327276,-46.961929956425365,0.0
92,38.27966002483777,23.825789656016468,5.981822987661445,1.0058114683120607,58.64988897344415,61.53175267454617,0.0
93,119.50196252574563,141.51069681559034,25.458804166412108,17.012034301792198,167.6579483135804,168.3402878793039,0.0
94,189.28376738898714,250.3115666314227,45.29096194220577,34.99776310511146,258.5075436462189,257.45828093153614,0.0
95,233.69931711644176,327.89775782146853,64.25585706709734,54.44453052446988,312.2582749757173,311.3678907324345,0.0
96,240.9153473913152,353.86389216648513,78.82070647145451,71.90301575011813,314.2310939444187,315.83514114586933,0.0
97,205.346415318646,316.52333106394417,84.14750289987956,81.90559794052172,259.15438722657814,264.86484798593006,0.0
98,130.47636522485345,217.6929988444931,76.01720132057653,79.04075834187006,154.15677358166522,163.9937357205456,0.0
99,29.105185333284112,73.74038911626099,52.769472206957744,60.23110663312792,18.40715890747049,30.541776708383395,0.0
100,-79.08413580571255,-87.39464951979221,16.47546351181029,26.32473771243849,-120.75897895977164,-109.57514350203212,0.0
101,-171.9809990696432,-232.4304496462496,-26.994942767074463,-17.45754844099548,-234.30059378369526,-227.74971181371149,0.0
102,-230.35284552729445,-330.7508017246648,-69.00441969738867,-62.32903541764284,-298.7018873879583,-299.6508045600158,0.0
103,-242.49586784092298,-361.94166583238894,-100.07698583435615,-97.89122905048816,-301.82982471604487,-311.2189432743389,0.0
104,-207.00867566911415,-320.6384130715903,-112.29810898057292,-114.81864338277057,-245.7592632924202,-262.03958029987075,0.0
105,-133.00359263529595,-217.56232949878654,-101.55169585308522,-107.54478661085602,-145.844001236665,-165.22207796245107,0.0
106,-37.70256172234417,-76.72408221431579,-68.97376306966055,-76.18996181747332,-26.300499642723707,-43.771173259048965,0.0
107,57.94214260237959,70.51520109291062,-21.113534155568573,-27.069144491800216,86.3834893804351,75.5425216079775,0.0
108,134.45097971202063,193.06231223350687,31.476833393164895,28.641760944250166,170.1268614570306,168.92264792202934,0.0
109,178.3502657324882,267.37476441919455,76.88442424262735,77.78244679427226,212.0463917651639,220.87820895363166,0.0
110,184.69062433857061,282.47029259909095,104.8645881461,108.69220775690735,210.22173018522358,226.77342272238184,0.0
111,157.0598051580755,241.4170258209051,109.42841974152032,114.31020568057033,172.3344504892575,192.25264408327394,0.0
112,105.47858878702709,159.20792816766584,90.2803954282939,93.99246667959835,112.05934674456239,130.19217779195264,0.0
113,43.029558453557684,57.90488293160797,52.709570852922866,53.51542883403124,44.585014112736985,56.39341772306807,0.0
114,-17.638821462608348,-39.4296764027672,6.120157315668848,3.43681764517612,-17.362400684844943,-14.60527536631048,0.0
115,-66.86440485792252,-114.26175569062423,-38.35091578913858,-43.68487622473401,-65.85733904915764,-72.36629486102004,0.0
116,-99.11538519829222,-156.17921470665692,-70.66230608171722,-76.64203203890304,-97.9846966481706,-111.45627818755128,0.0
117,-112.8806718781646,-163.86280844239718,-84.43466524964128,-88.60901841809095,-114.39453544440858,-130.73624239318622,0.0
118,-109.71845285347752,-143.58736796941776,-78.4161885840386,-78.81458008932913,-117.24200392027342,-131.83171192071416,0.0
119,-92.92160763266361,-105.97336240313405,-56.380444303185186,-52.29261635871751,-108.50885235177157,-117.5725275387058,0.0
120,-66.30303823502095,-62.048832946203106,-25.580222796812734,-17.8848853573993,-89.35362984202561,-91.0175008687105,0.0
121,-33.52587169521826,-20.085592944694213,5.622929618528929,14.703927606533284,-60.52515317803045,-55.22584064720206,0.0
122,1.9295947110222755,15.608568777261553,30.11078905739481,37.72705825415653,-23.345160317989667,-13.498427057417302,0.0
123,36.46303050306864,43.988162091885954,43.6435115053884,47.238697045861514,19.304721081953176,30.22262661417102,0.0
124,66.09128440760622,65.57149544662852,45.43116503488767,43.57344435468025,62.445034685131986,71.05280241896136,0.0
125,86.52653033456431,80.7345089100628,37.68391997462243,30.55304711170757,99.25846858409568,103.26951925477465,0.0
126,93.88127977894396,88.77936984215262,24.455494057758784,13.840543102000026,122.28256497115751,121.06040314116444,0.0
127,85.8958458027846,87.99419747580805,10.222928310007973,-0.9694268656020029,125.3098661851376,119.87164150256308,0.0
128,63.10352524692803,76.5254691761188,-1.3558344186853049,-9.932532533128011,105.42088459795445,97.97032897199506,0.0
129,29.340551700753622,53.75274866436803,-8.237201795361855,-11.646101386691633,64.46465189079129,57.649383967405356,0.0
130,-8.811803419532623,21.411863114901735,-10.259950445884407,-7.352096713132859,9.411444116279654,5.522497091327125,0.0
131,-43.612499501724926,-16.19483860730611,-8.869086842735896,-0.27516966385694985,-48.751223157227116,-48.42750536966764,0.0
132,-68.17778014450545,-52.835280167342205,-6.3756944444167445,5.626759036274059,-97.47077461069617,-92.9759744381011,0.0
133,-78.31060273043994,-81.63939649175688,-5.033773737175309,7.074035899211552,-125.81963171359871,-118.46496168314155,0.0
134,-73.59310299489255,-96.8925631459984,-6.261060082497494,2.562281804515578,-127.47830619444278,-119.47187860763472,0.0
135,-57.187637846410155,-95.63055189436068,-10.177622044762202,-7.135056080497748,-102.5263994589036,-96.38962186261517,0.0
136,-34.323545801900025,-78.23453679920976,-15.512040319847756,-19.129025960009557,-57.41397151636352,-55.28746166854444,0.0
137,-10.28743719214873,-48.02752309218266,-19.918620612134248,-29.20388583989279,-3.158469687495426,-6.146095700388173,0.0
138,11.07499488290236,-10.407342305485486,-20.6952595671779,-33.07102421378764,47.59968461954452,39.85321530804333,0.0
139,27.907630440187944,28.190942697812375,-15.753526392256234,-27.787758513807304,83.83540039623861,73.17395604108918,0.0
140,39.97991942168571,61.38777444064203,-4.567046780094813,-12.946491567095592,98.8069598734773,88.1335105411589,0.0
141,47.75761669333832,83.82443163211292,11.295242112421327,8.835388363583704,91.42410714803577,83.90008791095823,0.0
142,51.48195485564656,91.97934134383104,28.319183215642397,32.378230929039916,66.02256539558522,64.1328331834464,0.0
143,50.613924442630434,84.72270332337246,41.83071603484814,51.203565581196784,30.73060312586614,35.481572457460004,0.0
144,43.837130686180444,63.32172458891506,47.23826245094335,59.282924721947325,-5.0421894871846575,5.440758481924604,0.0
145,29.829801345055444,31.13513985627708,41.460345846169446,52.855641777262804,-33.18738569936508,-19.692979298810172,0.0
