0.000000	-3127.411381	-3432.088009	-2956.979329	-3428.735248	-58638.527529	-24582.314441	-41326.408544	-57120.911136	-3643.513160	-3688.842498	-3703.974629	-3423.236719	-38555.641598	-25823.417404	-11434.839539	-68141.706960	0.024000	0.908000	0.340000	192.000000	0.000000	96.000000	14.000000	48.000000	5.000000	80.000000	0.000000	0.000000	0.000000	1678825776.704534	0.000000
2.000000	-6761.782677	-6965.809401	-6485.671578	-6752.439648	-117835.178117	-48736.056535	-82730.712918	-113887.144791	-6854.296548	-8872.256741	-6141.432362	-7004.567326	-76074.944565	-52667.683681	-21994.831800	-136169.621190	0.024000	0.908000	0.340000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1678825776.704552	0.000000
4.000000	-6612.696542	-5999.029398	-7078.797469	-6599.620771	-118689.908825	-48474.876401	-83106.758667	-113771.429810	-7493.467032	-7161.230703	-7663.407345	-6838.046829	-77456.394131	-51450.586492	-23317.965665	-135918.566396	0.024000	0.908000	0.340000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1678825776.704561	0.000000
6.000000	-6467.991348	-7050.410754	-5962.126668	-6845.601719	-117279.916081	-49093.796205	-82603.866768	-114171.973070	-7122.159853	-7904.984999	-6461.621101	-6642.960804	-76530.942503	-52183.388434	-22378.432438	-136148.632902	0.024000	0.908000	0.340000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1678825776.704570	0.000000
8.000000	-6750.539750	-6274.089965	-7233.784465	-6648.213464	-118706.851447	-48325.320879	-83049.158221	-113586.513828	-7253.923387	-8417.331686	-6796.204364	-7035.613899	-76693.350279	-52186.763547	-22482.993899	-135966.600295	0.030000	0.908000	0.340000	192.000000	0.000000	120.000000	14.000000	48.000000	5.000000	80.000000	0.000000	0.000000	0.000000	1678825776.704579	0.000000
10.000000	-6422.147920	-6516.338172	-6303.415454	-6725.662258	-117818.213143	-48954.254264	-82838.828306	-114141.351180	-7552.140361	-6854.005975	-7418.901613	-6549.642271	-77392.579900	-51439.835303	-23206.229294	-136000.954926	0.030000	0.908000	0.340000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1678825776.704587	0.000000
12.000000	-6763.660224	-6975.934741	-6487.459718	-6758.385212	-117825.030425	-48738.135247	-82726.667252	-113888.329433	-6847.389859	-8862.801953	-6135.196225	-6997.258305	-76072.821149	-52666.007300	-21993.513047	-136170.023521	0.030000	0.908000	0.340000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1678825776.704596	0.000000
14.000000	-6619.424417	-6004.885555	-7096.500051	-6607.041551	-118695.832037	-48471.210715	-83109.217359	-113768.233510	-7486.403881	-7163.756450	-7654.645461	-6835.364620	-77451.208526	-51452.687556	-23312.154211	-135917.068829	0.030000	0.908000	0.340000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1678825776.704604	0.000000
16.000000	-6471.187648	-7055.596358	-5973.414299	-6853.201312	-117281.234834	-49095.807862	-82606.213702	-114174.275300	-7124.842063	-7892.512726	-6467.343148	-6639.764504	-76540.777271	-52178.381643	-22387.149619	-136150.063413	0.028000	0.910000	0.340000	192.000000	0.000000	104.000000	14.000000	64.000000	5.000000	80.000000	0.000000	0.000000	0.000000	1678825776.704613	0.000000
18.000000	-6754.093677	-6285.288189	-7238.746552	-6653.130848	-118699.497724	-48324.024477	-83044.821983	-113584.591578	-7244.110971	-8421.757331	-6782.390986	-7032.328192	-76683.806084	-52191.345655	-22473.673221	-135966.421481	0.028000	0.910000	0.340000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1678825776.704621	0.000000
20.000000	-6426.238290	-6516.941669	-6317.921736	-6728.925613	-117823.845783	-48948.822790	-82839.856486	-114137.216108	-7545.613652	-6843.813580	-7420.309773	-6546.401268	-77394.926834	-51433.129779	-23209.492649	-135997.736275	0.028000	0.910000	0.340000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1678825776.704629	0.000000
22.000000	-6765.515419	-6986.618875	-6489.359616	-6764.531942	-117814.480402	-48740.236311	-82722.465124	-113889.379965	-6840.617280	-8855.291767	-6129.049495	-6991.513907	-76070.764788	-52664.196809	-21991.970777	-136170.001169	0.028000	0.910000	0.340000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1678825776.704637	0.000000
